doc_id,topic_id,summary,sentence_count
1940,How to Make a Cat Hammock," Cut the fleece into two large squares.To fit an average sized cat, both squares should be about 19-3/4 inches (50 cm) on all sides.  Press a 3/4-inch (2-cm) hem around both squares.  Cut a separate square of batting.  Pin the batting to one fleece square.  Cut four 12-inch (30-cm) lengths of webbing.  Melt the raw edges of the webbing.  Pin the webbing straps to each corner of one fleece square.  Form loops with the webbing.  Baste the loops to the fabric.  Pin together the two fleece squares.  Sew around most of the perimeter of the fabric.  Turn the fleece right-side out.  Stitch the final opening closed.  Sew a parallel row of zigzag stitches around the entire perimeter.Starting 1/2 inch (1.25 cm) in from the edge, sew a line of zigzag stitches around all four sides of the perimeter, overlapping the start and end stitches to keep them secure.  Attach hooks to each loop.  Hang the hammock from the hooks.  Introduce your cat to the hammock.",17
1941,How to Grow Catnip if You Have Cats," Have some type of protection that can go around your plant.  If you are using fencing, then make it into a cylinder that will go around your plant and fasten it off.  Be sure that your catnip is placed into a pot that is sturdy and won't be knocked over easily.  , Put the cylinder/cage over the catnip.  ",4
1942,How to Make a Cat Feather Toy1, Choose feathers for attaching to the stick.  Arrange the feathers around the end of the stick.  Wave the feather toy in front of your cat.,3
1943,How to Make a Cat Feather Toy2," Cut out a large square from the polar fleece fabric.  , Make a simple funnel from the piece of paper.  Hold the sack up from each corner with one hand.  , Insert the paper funnel into the baby sock with the other hand.  Fill a teaspoon with dried catnip.  Stick the stem ends of the feathers inside the sack.  Close the sack permanently.  Stitch the closure tightly, if wished.  Done.",9
1944,How to Choose Safe Cat Toys1, Inspect toys prior to purchase.  Watch out for sharp edges.  Do not buy foil toys.  Avoid hazardous fillings with plush toys.,4
1945,How to Choose Safe Cat Toys2, Choose toys that have non-detachable parts.  Make sure toys are too big to swallow.  Look for electronic toys with secure batteries.  Do not let your cat play with small household items.  Avoid giving kittens yarns and strings.,5
1946,How to Choose Safe Cat Toys3, Keep fishing pole toys out of reach when not in use.  Throw away broken toys.  Put toys with small parts away when you're not around.,3
1947,How to Choose Safe Cat Toys4, Buy toys your cat can chase.  Get your cat toys they can use alone.  Provide catnip.  Use household items as toys.,4
1948,How to Get an Exercise Wheel for Your Cat1, Shop around for sales and deals.  Look for a crowdfunded product.  Choose a product with a warranty.  Get a wheel large enough for your cat.  Use wood slates to stabilize the wheel if you have plush carpets.  Assemble your cat exercise wheel.,6
1949,How to Get an Exercise Wheel for Your Cat2, Train your cat to get on the wheel using treats.  Use a feather wand to get your cat to climb onto the wheel.  Try using a laser pointer if you have trouble with a wand.  Use catnip if it energizes your cat.,4
1950,How to Make Cat Toys1, Make pretend prey.  Scrunch up a piece of paper.  Use a flashlight or laser lights to act as fast-moving prey.  Make prey from old socks with holes in them.  Use a stick from your yard and tie a string to either end as tightly as you can.  Make a bird.  Make a mouse.  Make a snake.,8
1951,How to Make Cat Toys2, Make a string toy.  Try wiggling and tossing about shoe laces.,2
1952,How to Make Cat Toys3, Use light to amuse your cat.,1
1953,How to Make Cat Toys4, Get creative with household items.  Make a self-serve treat toy.  Throw a ping-pong ball for your cat to chase and bat around.  Use small boxes as toy hides.  Use plastic rings.  Gather objects from outdoors.  Transform an ordinary plastic milk bottle into a treat toy.  Scrunch up a ball from foil.  Use a napkin as a toy.,9
1954,How to Make Cat Toys5," Encourage your cat's fishing instincts by making a cat fishing rod.  Or, try this method.",2
1955,How to Make Cat Toys6," Blow bubbles for your cat.  Play ""mouse under the blanket"".  Place your cat in front of a full size mirror.",3
1956,How to Entertain Your Cat With a Cat Toy Mouse1," Start by tying a string to the mouses head or body.  Throw the cat mouse onto the floor, somewhere in front of your cat, yet not too close!  , If your cat jumps in surprise, as most cats will do, pull the cat toy mouse away from her.  , Pull a little bit, and then stop.  Once your cat steps closer, simply pull the cat mouse toy away from her again!  , Now you've started a game and the more you'll pull away, the more your cat will chase after the cat mouse toy.  ",6
1957,How to Make Cat Toys7, Give baby toys a new lease of life.,1
1958,How to Make Cat Toys8, Cut a length of string or fishing line.  Collect or buy feathers.  Attach the length of feathers to a stick or a piece of wood.  Play.,4
1959,How to Choose a Cat Scratching Tree, Note the material that appeals to your cat.  Choose wood if your cat spends time outdoors.  Choose cardboard for a less expensive option.  Choose fabric for a durable alternative.  Examine the scratching tree's base.  Examine the scratching tree's height and weight.  Plan to put the scratching tree in a stable location.  Accommodate your cat's personality.  Consider your cat's play needs.  Make your cat at home in their scratching tree.  Leave room for change.,11
1960,How to Build a Cat Apartment from Discarded Boxes," Get a hold of discarded but clean and sturdy packing boxes.  Clean the boxes out by wiping with a dry cloth.  , Secure the dividers into place with tape.  , Draw or outline the shape of the entrance and exit into the side of the box.  Close the lid of the box.  Cut out the outlined exit and entry holes.  , Repeat the process with all your other boxes.  , Stack the boxes into a pleasing but not too tall formation.  Introduce the cats into the apartment and see how they like it.  ",9
1961,How to Find Some Toys for Your Cats," Find out how many categories of toys the pet shop really has.  Pay close attention to the price, many cat toys are rather expensive, especially if they're from a fancy company.  Check your house for other things that can make good cat toys, also check out other shops, bendy straws from the supermarket will entertain many cats, same goes for crumpled up pieces of paper and plastic bags.  , Play with the cat, don't be upset if the cat doesn't like some toys, this is why you got cheap stuff to find out what he likes.  Once you know which category of toys your cat likes buy different kinds of toys from these categories.  Keep track of what kind of toys your cat likes and use this to figure out what makes him like these toys.  Impress your cat with your knowledge of what he likes, if you feel confident enough you can start spending a little more money on the toys you know he will love.  Make the actual top ten once you have the final selection of toys.",8
1962,How to Make Cat Jungle Gyms and Playgrounds1, Gather boxes and tubes.  Gather materials to hold the boxes together.  Design the structure.  Get creative with cardboard tubes.  Connect the boxes.  Make it cozy.  Decorate with toys.  Introduce your cat to the play equipment.  Observe your cats at play.,9
1963,How to Make a Grass Pot for Cats," Purchase a suitable pot.  Fill with suitable potting soil.  Purchase grass seed from a garden center or wheat grass from a grocery or health food store or neighbor""a small clump will be adequate to get your pot started.  Sow the seeds directly into the potting soil and water regularly.  Place the pot of grass in an area that is safe for your cat to access and chew on.",5
1964,How to Make Cat Jungle Gyms and Playgrounds2, Build a stepladder cat tree.  Convert a bookcase.  Buy wall shelves for your cats.,3
1965,How to Build a Portable Cat's Tree House," Select a section of tree trunk to begin with.  Cut down your tree and trim it to length, then trim any sharp branches and limbs as close to the trunk as possible.  Make a straight, square cut on the base of your trunk.  Square the ends of the trunk (or trunks, if the tree has a fork) with a saw so platforms will sit level on them.  Build a solid base for your trunk to sit on.  Mount the trunk on your base with large wood screws or lag bolts.  Fasten deck boards on the top of the tree truck with one edge flush with the trunk to allow your cat to access the deck.  Set a small house, or a basket or other feature on the deck for the cat to lay in.  Attach strips of carpet or wind a small rope around the trunk of the tree house to give your cat something to grip easily when climbing the contraption.  Stain, paint, or leave the wood in its natural condition if desired.",10
1966,How to Choose Automated Cat Toys1, Think about what your cat enjoys.  Opt for safe materials.  Inspect the toy carefully before purchasing.,3
1967,How to Make a Cat Scratching Post, Cut or buy the base wood.  Cut the base carpet to size.  Cut notches for the corners.  Cover the base in carpet.  Choose the post.  Attach the post to the base.  Cover the top of the post.  Cut the post carpet to size.  Wrap carpet around the post.  Use rope as an alternative to carpet.  Flatten the hardware.,11
1968,How to Choose Automated Cat Toys2, Consider a toy that flashes.  Try an automated mouse.  Try a toy that incorporates lasers.  Go for an automated catnip toy.  Consider an app.,5
1969,How to Choose Automated Cat Toys3, Always supervise your cat.  Turn off toys when playtime ends.  Store the toys in a cat proof location.,3
1970,How to Care for Baby Goats, Give them a warm and dry space.  Clean the navel cord.  Leave the baby goat with the mother.  Let your baby goats get milk from their mother.  Decide if you will bottle feed the kids by hand.  Learn the feeding schedules for your kids.  Wean your goat from milk.  Remove your kids horn buds.  Vaccinate your kids.  Keep a clean pasture.  Keep up with regular medical needs.  Train your baby goats early.  Provide shelter and bedding.  Feed your baby goat new foods.  Socialize your kids.,15
1971,How to Make a Cat Wall Bed from a Basket," Choose an ideal place for the basket in your home.  Purchase or find a decorative, but highly durable basket.  Select a pillow or blankets that you will use to line the basket.  Visit the hardware store for wall mounting supplies.  Mark the spot for mounting the basket.  Once the mounting marks are in place, place the basket bottom flat against the wall.  Add a pillow/blanket and/or toys to the basket.  Finished.  ",8
1972,How to Build a Cat Climber," Cut one of the 4x4"" posts in half using a handsaw.  Cut a piece of carpet large enough to cover all, but about a foot of each 4X4"" post.  , Use a staple gun and staple the carpet tightly to each post by placing a staple every inch along one side of the post.  , Measure and cut out a piece of carpet to cover the top and sides of the 2x3 sheet of thick wood.  , Staple this piece of carpet to the thick wood.  Cut two 1.5x1.5"" pieces out of the thin sheet of wood.  , Cut four strips about 3x1.5"" from the left over section of the thin sheet of wood.  , Measure and cut out pieces of carpet to cover each of the pieces from Steps 6 and 7.  , Staple these pieces of carpet and wood together.  , Hammer the carpeted 3x1.5"" pieces to one of the carpeted 1.5x1.5"" pieces around the edges to form an open box.  , Wrap the rope around the sections of the wood posts that do not have carpet on them.  Measure and cut two pieces of carpet for the PVC pipe.  Glue the carpet onto the PVC pipe and let it stand for 30 minutes-1 hour.  , Nail the posts to the base by nailing from the bottom of the base.  Screw the PVC pipe in between the two posts using a drill.  Nail the 1.5x1.5"" with the 3x1.5"" pieces on the edges to the posts.  Nail the flat carpeted 1.5x1.5"" wood on top of the taller post.  , Once you make sure the structure is sturdy, add toys that can hang from it for more appeal to your cat!  ",17
